Type,Name,Properties
Node,Variable:publisher_agent,"{'type': 'Variable', 'name': 'publisher_agent', 'filename': './gpt-researcher\\multi_agents\\agents\\master.py', 'description': 'Variable publisher_agent in multi_agents\\agents\\master'}"
Node,Variable:workflow,"{'type': 'Variable', 'name': 'workflow', 'filename': './gpt-researcher\\multi_agents\\agents\\master.py', 'description': 'Variable workflow in multi_agents\\agents\\master'}"
Node,Variable:research_team,"{'type': 'Variable', 'name': 'research_team', 'filename': './gpt-researcher\\multi_agents\\agents\\master.py', 'description': 'Variable research_team in multi_agents\\agents\\master'}"
Node,Variable:chain,"{'type': 'Variable', 'name': 'chain', 'filename': './gpt-researcher\\multi_agents\\agents\\master.py', 'description': 'Variable chain in multi_agents\\agents\\master'}"
Node,Variable:result,"{'type': 'Variable', 'name': 'result', 'filename': './gpt-researcher\\multi_agents\\agents\\master.py', 'description': 'Variable result in multi_agents\\agents\\master'}"
Node,Module:multi_agents\agents\publisher,"{'type': 'Module', 'name': 'multi_agents\\agents\\publisher', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Module multi_agents\\agents\\publisher'}"
Node,Import:utils.file_formats.write_md_to_pdf,"{'type': 'Import', 'name': 'utils.file_formats.write_md_to_pdf', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Imported write_md_to_pdf from utils.file_formats'}"
Node,Import:utils.views.print_agent_output,"{'type': 'Import', 'name': 'utils.views.print_agent_output', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Imported print_agent_output from utils.views'}"
Node,Class:PublisherAgent,"{'type': 'Class', 'name': 'PublisherAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Class PublisherAgent in multi_agents\\agents\\publisher'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Function __init__ in multi_agents\\agents\\publisher'}"
Node,Function:generate_layout,"{'type': 'Function', 'name': 'generate_layout', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Function generate_layout in multi_agents\\agents\\publisher'}"
Node,Variable:layout,"{'type': 'Variable', 'name': 'layout', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Variable layout in multi_agents\\agents\\publisher'}"
Node,Variable:sections,"{'type': 'Variable', 'name': 'sections', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Variable sections in multi_agents\\agents\\publisher'}"
Node,Variable:references,"{'type': 'Variable', 'name': 'references', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Variable references in multi_agents\\agents\\publisher'}"
Node,Variable:headers,"{'type': 'Variable', 'name': 'headers', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Variable headers in multi_agents\\agents\\publisher'}"
Node,Variable:layout,"{'type': 'Variable', 'name': 'layout', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Variable layout in multi_agents\\agents\\publisher'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Variable task in multi_agents\\agents\\publisher'}"
Node,Variable:publish_formats,"{'type': 'Variable', 'name': 'publish_formats', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Variable publish_formats in multi_agents\\agents\\publisher'}"
Node,Variable:final_research_report,"{'type': 'Variable', 'name': 'final_research_report', 'filename': './gpt-researcher\\multi_agents\\agents\\publisher.py', 'description': 'Variable final_research_report in multi_agents\\agents\\publisher'}"
Node,Module:multi_agents\agents\researcher,"{'type': 'Module', 'name': 'multi_agents\\agents\\researcher', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Module multi_agents\\agents\\researcher'}"
Node,Import:gpt_researcher.GPTResearcher,"{'type': 'Import', 'name': 'gpt_researcher.GPTResearcher', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Imported GPTResearcher from gpt_researcher'}"
Node,Import:colorama.Fore,"{'type': 'Import', 'name': 'colorama.Fore', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Imported Fore from colorama'}"
Node,Import:utils.views.print_agent_output,"{'type': 'Import', 'name': 'utils.views.print_agent_output', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Imported print_agent_output from utils.views'}"
Node,Class:ResearchAgent,"{'type': 'Class', 'name': 'ResearchAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Class ResearchAgent in multi_agents\\agents\\researcher'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Function __init__ in multi_agents\\agents\\researcher'}"
Node,Variable:researcher,"{'type': 'Variable', 'name': 'researcher', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable researcher in multi_agents\\agents\\researcher'}"
Node,Variable:report,"{'type': 'Variable', 'name': 'report', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable report in multi_agents\\agents\\researcher'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable task in multi_agents\\agents\\researcher'}"
Node,Variable:query,"{'type': 'Variable', 'name': 'query', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable query in multi_agents\\agents\\researcher'}"
Node,Variable:source,"{'type': 'Variable', 'name': 'source', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable source in multi_agents\\agents\\researcher'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable task in multi_agents\\agents\\researcher'}"
Node,Variable:topic,"{'type': 'Variable', 'name': 'topic', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable topic in multi_agents\\agents\\researcher'}"
Node,Variable:parent_query,"{'type': 'Variable', 'name': 'parent_query', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable parent_query in multi_agents\\agents\\researcher'}"
Node,Variable:source,"{'type': 'Variable', 'name': 'source', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable source in multi_agents\\agents\\researcher'}"
Node,Variable:verbose,"{'type': 'Variable', 'name': 'verbose', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable verbose in multi_agents\\agents\\researcher'}"
Node,Variable:research_draft,"{'type': 'Variable', 'name': 'research_draft', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable research_draft in multi_agents\\agents\\researcher'}"
Node,Variable:report,"{'type': 'Variable', 'name': 'report', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable report in multi_agents\\agents\\researcher'}"
Node,Variable:report,"{'type': 'Variable', 'name': 'report', 'filename': './gpt-researcher\\multi_agents\\agents\\researcher.py', 'description': 'Variable report in multi_agents\\agents\\researcher'}"
Node,Module:multi_agents\agents\reviewer,"{'type': 'Module', 'name': 'multi_agents\\agents\\reviewer', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Module multi_agents\\agents\\reviewer'}"
Node,Import:utils.views.print_agent_output,"{'type': 'Import', 'name': 'utils.views.print_agent_output', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Imported print_agent_output from utils.views'}"
Node,Import:utils.llms.call_model,"{'type': 'Import', 'name': 'utils.llms.call_model', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Imported call_model from utils.llms'}"
Node,Variable:TEMPLATE,"{'type': 'Variable', 'name': 'TEMPLATE', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable TEMPLATE in multi_agents\\agents\\reviewer'}"
Node,Class:ReviewerAgent,"{'type': 'Class', 'name': 'ReviewerAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Class ReviewerAgent in multi_agents\\agents\\reviewer'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Function __init__ in multi_agents\\agents\\reviewer'}"
Node,Function:run,"{'type': 'Function', 'name': 'run', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Function run in multi_agents\\agents\\reviewer'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable task in multi_agents\\agents\\reviewer'}"
Node,Variable:guidelines,"{'type': 'Variable', 'name': 'guidelines', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable guidelines in multi_agents\\agents\\reviewer'}"
Node,Variable:revision_notes,"{'type': 'Variable', 'name': 'revision_notes', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable revision_notes in multi_agents\\agents\\reviewer'}"
Node,Variable:revise_prompt,"{'type': 'Variable', 'name': 'revise_prompt', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable revise_prompt in multi_agents\\agents\\reviewer'}"
Node,Variable:review_prompt,"{'type': 'Variable', 'name': 'review_prompt', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable review_prompt in multi_agents\\agents\\reviewer'}"
Node,Variable:prompt,"{'type': 'Variable', 'name': 'prompt', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable prompt in multi_agents\\agents\\reviewer'}"
Node,Variable:response,"{'type': 'Variable', 'name': 'response', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable response in multi_agents\\agents\\reviewer'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable task in multi_agents\\agents\\reviewer'}"
Node,Variable:guidelines,"{'type': 'Variable', 'name': 'guidelines', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable guidelines in multi_agents\\agents\\reviewer'}"
Node,Variable:to_follow_guidelines,"{'type': 'Variable', 'name': 'to_follow_guidelines', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable to_follow_guidelines in multi_agents\\agents\\reviewer'}"
Node,Variable:review,"{'type': 'Variable', 'name': 'review', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable review in multi_agents\\agents\\reviewer'}"
Node,Variable:review,"{'type': 'Variable', 'name': 'review', 'filename': './gpt-researcher\\multi_agents\\agents\\reviewer.py', 'description': 'Variable review in multi_agents\\agents\\reviewer'}"
Node,Module:multi_agents\agents\reviser,"{'type': 'Module', 'name': 'multi_agents\\agents\\reviser', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Module multi_agents\\agents\\reviser'}"
Node,Import:utils.views.print_agent_output,"{'type': 'Import', 'name': 'utils.views.print_agent_output', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Imported print_agent_output from utils.views'}"
Node,Import:utils.llms.call_model,"{'type': 'Import', 'name': 'utils.llms.call_model', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Imported call_model from utils.llms'}"
Node,Import:json,"{'type': 'Import', 'name': 'json', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Imported module json'}"
Node,Variable:sample_revision_notes,"{'type': 'Variable', 'name': 'sample_revision_notes', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Variable sample_revision_notes in multi_agents\\agents\\reviser'}"
Node,Class:ReviserAgent,"{'type': 'Class', 'name': 'ReviserAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Class ReviserAgent in multi_agents\\agents\\reviser'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Function __init__ in multi_agents\\agents\\reviser'}"
Node,Function:revise_draft,"{'type': 'Function', 'name': 'revise_draft', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Function revise_draft in multi_agents\\agents\\reviser'}"
Node,Function:run,"{'type': 'Function', 'name': 'run', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Function run in multi_agents\\agents\\reviser'}"
Node,Variable:review,"{'type': 'Variable', 'name': 'review', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Variable review in multi_agents\\agents\\reviser'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Variable task in multi_agents\\agents\\reviser'}"
Node,Variable:draft_report,"{'type': 'Variable', 'name': 'draft_report', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Variable draft_report in multi_agents\\agents\\reviser'}"
Node,Variable:prompt,"{'type': 'Variable', 'name': 'prompt', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Variable prompt in multi_agents\\agents\\reviser'}"
Node,Variable:response,"{'type': 'Variable', 'name': 'response', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Variable response in multi_agents\\agents\\reviser'}"
Node,Variable:revision,"{'type': 'Variable', 'name': 'revision', 'filename': './gpt-researcher\\multi_agents\\agents\\reviser.py', 'description': 'Variable revision in multi_agents\\agents\\reviser'}"
Node,Module:multi_agents\agents\writer,"{'type': 'Module', 'name': 'multi_agents\\agents\\writer', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Module multi_agents\\agents\\writer'}"
Node,Import:datetime.datetime,"{'type': 'Import', 'name': 'datetime.datetime', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Imported datetime from datetime'}"
Node,Import:json5,"{'type': 'Import', 'name': 'json5', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Imported module json5'}"
Node,Import:utils.views.print_agent_output,"{'type': 'Import', 'name': 'utils.views.print_agent_output', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Imported print_agent_output from utils.views'}"
Node,Import:utils.llms.call_model,"{'type': 'Import', 'name': 'utils.llms.call_model', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Imported call_model from utils.llms'}"
Node,Variable:sample_json,"{'type': 'Variable', 'name': 'sample_json', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable sample_json in multi_agents\\agents\\writer'}"
Node,Class:WriterAgent,"{'type': 'Class', 'name': 'WriterAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Class WriterAgent in multi_agents\\agents\\writer'}"
Node,Function:__init__,"{'type': 'Function', 'name': '__init__', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Function __init__ in multi_agents\\agents\\writer'}"
Node,Function:get_headers,"{'type': 'Function', 'name': 'get_headers', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Function get_headers in multi_agents\\agents\\writer'}"
Node,Variable:query,"{'type': 'Variable', 'name': 'query', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable query in multi_agents\\agents\\writer'}"
Node,Variable:data,"{'type': 'Variable', 'name': 'data', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable data in multi_agents\\agents\\writer'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable task in multi_agents\\agents\\writer'}"
Node,Variable:follow_guidelines,"{'type': 'Variable', 'name': 'follow_guidelines', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable follow_guidelines in multi_agents\\agents\\writer'}"
Node,Variable:guidelines,"{'type': 'Variable', 'name': 'guidelines', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable guidelines in multi_agents\\agents\\writer'}"
Node,Variable:prompt,"{'type': 'Variable', 'name': 'prompt', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable prompt in multi_agents\\agents\\writer'}"
Node,Variable:response,"{'type': 'Variable', 'name': 'response', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable response in multi_agents\\agents\\writer'}"
Node,Variable:prompt,"{'type': 'Variable', 'name': 'prompt', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable prompt in multi_agents\\agents\\writer'}"
Node,Variable:response,"{'type': 'Variable', 'name': 'response', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable response in multi_agents\\agents\\writer'}"
Node,Variable:research_layout_content,"{'type': 'Variable', 'name': 'research_layout_content', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable research_layout_content in multi_agents\\agents\\writer'}"
Node,Variable:headers,"{'type': 'Variable', 'name': 'headers', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable headers in multi_agents\\agents\\writer'}"
Node,Variable:headers,"{'type': 'Variable', 'name': 'headers', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable headers in multi_agents\\agents\\writer'}"
Node,Variable:research_layout_content_str,"{'type': 'Variable', 'name': 'research_layout_content_str', 'filename': './gpt-researcher\\multi_agents\\agents\\writer.py', 'description': 'Variable research_layout_content_str in multi_agents\\agents\\writer'}"
Node,Module:multi_agents\agents\__init__,"{'type': 'Module', 'name': 'multi_agents\\agents\\__init__', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Module multi_agents\\agents\\__init__'}"
Node,Import:researcher.ResearchAgent,"{'type': 'Import', 'name': 'researcher.ResearchAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Imported ResearchAgent from researcher'}"
Node,Import:writer.WriterAgent,"{'type': 'Import', 'name': 'writer.WriterAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Imported WriterAgent from writer'}"
Node,Import:publisher.PublisherAgent,"{'type': 'Import', 'name': 'publisher.PublisherAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Imported PublisherAgent from publisher'}"
Node,Import:reviser.ReviserAgent,"{'type': 'Import', 'name': 'reviser.ReviserAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Imported ReviserAgent from reviser'}"
Node,Import:reviewer.ReviewerAgent,"{'type': 'Import', 'name': 'reviewer.ReviewerAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Imported ReviewerAgent from reviewer'}"
Node,Import:editor.EditorAgent,"{'type': 'Import', 'name': 'editor.EditorAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Imported EditorAgent from editor'}"
Node,Import:master.ChiefEditorAgent,"{'type': 'Import', 'name': 'master.ChiefEditorAgent', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Imported ChiefEditorAgent from master'}"
Node,Variable:__all__,"{'type': 'Variable', 'name': '__all__', 'filename': './gpt-researcher\\multi_agents\\agents\\__init__.py', 'description': 'Variable __all__ in multi_agents\\agents\\__init__'}"
Node,Module:multi_agents\agents\utils\file_formats,"{'type': 'Module', 'name': 'multi_agents\\agents\\utils\\file_formats', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Module multi_agents\\agents\\utils\\file_formats'}"
Node,Import:aiofiles,"{'type': 'Import', 'name': 'aiofiles', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Imported module aiofiles'}"
Node,Import:urllib,"{'type': 'Import', 'name': 'urllib', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Imported module urllib'}"
Node,Import:uuid,"{'type': 'Import', 'name': 'uuid', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Imported module uuid'}"
Node,Import:mistune,"{'type': 'Import', 'name': 'mistune', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Imported module mistune'}"
Node,Variable:text_utf8,"{'type': 'Variable', 'name': 'text_utf8', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable text_utf8 in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable task in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:file_path,"{'type': 'Variable', 'name': 'file_path', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable file_path in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable task in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:file_path,"{'type': 'Variable', 'name': 'file_path', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable file_path in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:encoded_file_path,"{'type': 'Variable', 'name': 'encoded_file_path', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable encoded_file_path in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:task,"{'type': 'Variable', 'name': 'task', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable task in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:file_path,"{'type': 'Variable', 'name': 'file_path', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable file_path in multi_agents\\agents\\utils\\file_formats'}"
Node,Import:md2pdf.core.md2pdf,"{'type': 'Import', 'name': 'md2pdf.core.md2pdf', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Imported md2pdf from md2pdf.core'}"
Node,Import:htmldocx.HtmlToDocx,"{'type': 'Import', 'name': 'htmldocx.HtmlToDocx', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Imported HtmlToDocx from htmldocx'}"
Node,Import:docx.Document,"{'type': 'Import', 'name': 'docx.Document', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Imported Document from docx'}"
Node,Variable:html,"{'type': 'Variable', 'name': 'html', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable html in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:doc,"{'type': 'Variable', 'name': 'doc', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable doc in multi_agents\\agents\\utils\\file_formats'}"
Node,Variable:encoded_file_path,"{'type': 'Variable', 'name': 'encoded_file_path', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\file_formats.py', 'description': 'Variable encoded_file_path in multi_agents\\agents\\utils\\file_formats'}"
Node,Module:multi_agents\agents\utils\llms,"{'type': 'Module', 'name': 'multi_agents\\agents\\utils\\llms', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\llms.py', 'description': 'Module multi_agents\\agents\\utils\\llms'}"
Node,Import:langchain_community.adapters.openai.convert_openai_messages,"{'type': 'Import', 'name': 'langchain_community.adapters.openai.convert_openai_messages', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\llms.py', 'description': 'Imported convert_openai_messages from langchain_community.adapters.openai'}"
Node,Import:langchain_openai.ChatOpenAI,"{'type': 'Import', 'name': 'langchain_openai.ChatOpenAI', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\llms.py', 'description': 'Imported ChatOpenAI from langchain_openai'}"
Node,Variable:optional_params,"{'type': 'Variable', 'name': 'optional_params', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\llms.py', 'description': 'Variable optional_params in multi_agents\\agents\\utils\\llms'}"
Node,Variable:lc_messages,"{'type': 'Variable', 'name': 'lc_messages', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\llms.py', 'description': 'Variable lc_messages in multi_agents\\agents\\utils\\llms'}"
Node,Variable:response,"{'type': 'Variable', 'name': 'response', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\llms.py', 'description': 'Variable response in multi_agents\\agents\\utils\\llms'}"
Node,Variable:optional_params,"{'type': 'Variable', 'name': 'optional_params', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\llms.py', 'description': 'Variable optional_params in multi_agents\\agents\\utils\\llms'}"
Node,Module:multi_agents\agents\utils\utils,"{'type': 'Module', 'name': 'multi_agents\\agents\\utils\\utils', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\utils.py', 'description': 'Module multi_agents\\agents\\utils\\utils'}"
Node,Import:re,"{'type': 'Import', 'name': 're', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\utils.py', 'description': 'Imported module re'}"
Node,Function:sanitize_filename,"{'type': 'Function', 'name': 'sanitize_filename', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\utils.py', 'description': 'Function sanitize_filename in multi_agents\\agents\\utils\\utils'}"
Node,Module:multi_agents\agents\utils\views,"{'type': 'Module', 'name': 'multi_agents\\agents\\utils\\views', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Module multi_agents\\agents\\utils\\views'}"
Node,Import:colorama.Fore,"{'type': 'Import', 'name': 'colorama.Fore', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Imported Fore from colorama'}"
Node,Import:enum.Enum,"{'type': 'Import', 'name': 'enum.Enum', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Imported Enum from enum'}"
Node,Class:AgentColor,"{'type': 'Class', 'name': 'AgentColor', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Class AgentColor in multi_agents\\agents\\utils\\views'}"
Node,Function:print_agent_output,"{'type': 'Function', 'name': 'print_agent_output', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Function print_agent_output in multi_agents\\agents\\utils\\views'}"
Node,Variable:RESEARCHER,"{'type': 'Variable', 'name': 'RESEARCHER', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Variable RESEARCHER in multi_agents\\agents\\utils\\views'}"
Node,Variable:EDITOR,"{'type': 'Variable', 'name': 'EDITOR', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Variable EDITOR in multi_agents\\agents\\utils\\views'}"
Node,Variable:WRITER,"{'type': 'Variable', 'name': 'WRITER', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Variable WRITER in multi_agents\\agents\\utils\\views'}"
Node,Variable:PUBLISHER,"{'type': 'Variable', 'name': 'PUBLISHER', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Variable PUBLISHER in multi_agents\\agents\\utils\\views'}"
Node,Variable:REVIEWER,"{'type': 'Variable', 'name': 'REVIEWER', 'filename': './gpt-researcher\\multi_agents\\agents\\utils\\views.py', 'description': 'Variable REVIEWER in multi_agents\\agents\\utils\\views'}"
