Source,Indication,Bibliometric_Target,SKG_BIScore,SKG_Literature_Score,SKG_GDF15_BIScore,SKG_GDF15_Literature_Score,SKG_Total_Score,Bibliometric_Scientific_Score,Bibliometric_Market_Score,Bibliometric_Total_Score,Population,PMIDs
Ponsegromab,Host vs Graft Reaction,Host vs Graft Reaction,0,0,0,0,0,46.4,34,80.4,NA,None
Ponsegromab,Sarcomas,Sarcomas,0,0,0,0,0,36.8,43.6,80.4,NA,None
Ponsegromab,Influenza,Influenza,0,0,0,0,0,29.8,50.5,80.3,51477657,None
Ponsegromab,Ptosis,Ptosis,0,0,0,0,0,40.7,39.6,80.3,419363,None
Ponsegromab,Hereditary Ataxias,Hereditary Ataxias,0,0,0,0,0,41,39.2,80.2,NA,None
Ponsegromab,Lewy Body Disease,Lewy Body Disease,0,0,0,0,0,30.4,49.7,80.1,NA,None
Ponsegromab,Chest Pain,Chest Pain,0,0,0,0,0,43.7,36.2,80,2734085,None
Ponsegromab,Hemorrhagic Disorders,Hemorrhagic Disorders,0,0,0,0,0,41.9,38,80,NA,None
Ponsegromab,Psoriasis,Psoriasis,0,0,0,0,0,37,43,80,4224396,None
Ponsegromab,Respiratory Syncytial Virus Infections,Respiratory Syncytial Virus Infections,0,0,0,0,0,27.4,52.4,79.9,7646849,None
Ponsegromab,Cerebral Infarction,Cerebral Infarction,0,0,0,0,0,25,54.6,79.7,573257,None
Ponsegromab,POLG-Related Disorders,POLG-Related Disorders,0,0,0,0,0,36,43.7,79.7,NA,None
Ponsegromab,Autistic Disorder,Autistic Disorder,0,0,0,0,0,30.8,48.8,79.6,52877846,None
Ponsegromab,Intracranial Arteriosclerosis,Intracranial Arteriosclerosis,0,0,0,0,0,36.1,43.3,79.5,NA,None
Ponsegromab,Ophthalmoplegia,Ophthalmoplegia,0,0,0,0,0,41,38.5,79.5,NA,None
Ponsegromab,Biliary Tract Cancers (Biliary Tumors),Biliary Tract Cancers (Biliary Tumors),0,0,0,0,0,32.7,46.6,79.3,NA,None
Ponsegromab,Refractory Epilepsy,Refractory Epilepsy,0,0,0,0,0,21.5,57.8,79.3,1242619,None
Ponsegromab,Preeclampsia,Preeclampsia,0,0,0,0,0,48.1,31.1,79.2,379951,None
Ponsegromab,Headaches,Headaches,0,0,0,0,0,33.2,45.9,79.1,140063157,None
Ponsegromab,Liposarcoma,Liposarcoma,0,0,0,0,0,26.4,52.7,79.1,1637,None
Ponsegromab,Multiple Sclerosis (MS),Multiple Sclerosis (MS),0,0,0,0,0,33,46.1,79.1,408491,None
Ponsegromab,Nervous System Trauma,Nervous System Trauma,0,0,0,0,0,43.2,35.8,79.1,4384071,None
Ponsegromab,Blood Platelet Disorders,Blood Platelet Disorders,0,0,0,0,0,46.3,32.7,79,NA,None
Ponsegromab,CNS Demyelinating Autoimmune Diseases,CNS Demyelinating Autoimmune Diseases,0,0,0,0,0,33.1,45.7,78.8,791129,None
Ponsegromab,Congenital Dyserythropoietic Anemia,Congenital Dyserythropoietic Anemia,0,0,0,0,0,42.9,35.9,78.8,1637,None
Ponsegromab,Spontaneous Abortion,Spontaneous Abortion,0,0,0,0,0,36.4,42.2,78.7,266019,None
Ponsegromab,Rectal Cancer,Rectal Cancer,0,0,0,0,0,33.6,45,78.6,1374344,None
Ponsegromab,Tonic-Clonic Seizures,Tonic-Clonic Seizures,0,0,0,0,0,45.1,33.5,78.6,1242619,None
Ponsegromab,Feeding and Eating Disorders,Feeding and Eating Disorders,0,0,0,0,0,39.9,38.6,78.5,1239081,None
Ponsegromab,Hyperemesis Gravidarum,Hyperemesis Gravidarum,0,0,0.177803393,0.682322127,0.86012552,52.9,25.5,78.5,NA,None
Ponsegromab,Locally Advanced Gastric Cancer,Locally Advanced Gastric Cancer,0,0,0,0,0,26.1,52.3,78.4,NA,None
Ponsegromab,Myosarcoma,Myosarcoma,0,0,0,0,0,30.4,48,78.4,NA,None
Ponsegromab,Rhabdomyosarcoma,Rhabdomyosarcoma,0,0,0,0,0,30.4,48,78.4,1637,None
Ponsegromab,Benign Gastrointestinal Tumors,Benign Gastrointestinal Tumors,0,0,0,0,0,46.3,32,78.3,NA,None
Ponsegromab,Inborn Errors of Steroid Metabolism,Inborn Errors of Steroid Metabolism,0,0,0,0,0,40.1,37.9,78.1,45675932,None
Ponsegromab,Ganglion Cysts,Ganglion Cysts,0,0,0,0,0,46.8,31.2,78,259932,None
Ponsegromab,Non-Transfusion Dependent Adult Thalassemias,Non-Transfusion Dependent Adult Thalassemias,0,0,0,0,0,42.7,35.3,78,NA,None
Ponsegromab,Peripheral Nervous System Diseases (Peripheral Neuropathy),Peripheral Nervous System Diseases (Peripheral Neuropathy),0,0,0,0,0,52.5,25.6,78,NA,None
Ponsegromab,Transfusion Dependency,Transfusion Dependency,0,0,0,0,0,42.1,35.8,77.9,NA,None
Ponsegromab,Compensated Cirrhosis,Compensated Cirrhosis,0,0,0,0,0,24.7,53.1,77.8,190066,None
Ponsegromab,Gout,Gout,0,0,0,0,0,36,41.7,77.7,8640207,None
Ponsegromab,Non-ST Elevated Myocardial Infarction,Non-ST Elevated Myocardial Infarction,0,0,0,0,0,28.8,49,77.7,4844922,None
Ponsegromab,Pediatric Asthma,Pediatric Asthma,0,0,0,0,0,14.1,63.6,77.7,18578193,None
Ponsegromab,Spinal Tuberculosis,Spinal Tuberculosis,0,0,0,0,0,30,47.7,77.7,36821459,None
Ponsegromab,Uterine Fibroids,Uterine Fibroids,0,0,0,0,0,35.2,42.2,77.4,11652039,None
Ponsegromab,Diabetic Eye Disease,Diabetic Eye Disease,0,0,0,0,0,24.9,52.3,77.2,25829598,None
Ponsegromab,Hypertriglyceridemia,Hypertriglyceridemia,0,0,0,0,0,36.2,41,77.2,45675932,None
Ponsegromab,Familial Amyloidosis,Familial Amyloidosis,0,0,0,0,0,31.7,45.4,77.1,NA,None
Ponsegromab,Inborn Errors of Amino Acid Metabolism,Inborn Errors of Amino Acid Metabolism,0,0,0,0,0,47.6,29.4,77.1,NA,None
Ponsegromab,Toxemia,Toxemia,0,0,0,0,0,35.7,41.3,77,247943,None
Ponsegromab,Adrenal Gland Diseases,Adrenal Gland Diseases,0,0,0,0,0,44.9,31.9,76.8,NA,None
Ponsegromab,Pulmonary Emphysema,Pulmonary Emphysema,0,0,0,0,0,25.6,51.2,76.8,1611127,None
Ponsegromab,Urolithiasis,Urolithiasis,0,0,0,0,0,37.1,39.7,76.8,159610,None
Ponsegromab,Bacterial Infections,Bacterial Infections,0,0,0,0,0,49.5,27.2,76.7,NA,None
Ponsegromab,Neuroinflammatory Diseases,Neuroinflammatory Diseases,0,0,0,0,0,37.5,39.2,76.7,NA,None
Ponsegromab,Muscle Tissue Neoplasms,Muscle Tissue Neoplasms,0,0,0,0,0,36,40.6,76.6,222015,None
Ponsegromab,Adrenal Insufficiency,Adrenal Insufficiency,0,0,0,0,0,39.5,37.1,76.5,327,None
Ponsegromab,Extensive Disease Small Cell Lung Cancer (SCLC),Extensive Disease Small Cell Lung Cancer (SCLC),0,0,0,0,0,39.4,37,76.5,NA,None
Ponsegromab,Huntington Disease,Huntington Disease,0,0,0,0,0,30.5,45.9,76.5,16370,None
Ponsegromab,Encephalomyelitis,Encephalomyelitis,0,0,0,0,0,30.8,45.6,76.4,1637,None
Ponsegromab,Metastatic Gastric Cancer,Metastatic Gastric Cancer,0,0,0,0,0,29.2,47.2,76.4,NA,None
Ponsegromab,Vitamin B Deficiency,Vitamin B Deficiency,0,0,0,0,0,47.1,29.2,76.4,901348,None
Ponsegromab,Hormone-Dependent Neoplasms,Hormone-Dependent Neoplasms,0,0,0,0,0,41.6,34.7,76.3,2121796,None
Ponsegromab,Spinal Cord Injury (SCI),Spinal Cord Injury (SCI),0,0,0,0,0,38.7,37.5,76.2,81849,None
Ponsegromab,Abdominal Aortic Aneurysm,Abdominal Aortic Aneurysm,0,0,0,0,0,28.8,47.3,76.1,255560,None
Ponsegromab,Coronary Stenosis,Coronary Stenosis,0,0,0,0,0,29.8,46.3,76.1,8139256,None
Ponsegromab,Gallbladder Cancer,Gallbladder Cancer,0,0,0,0,0,25.5,50.5,76.1,18356,None
Ponsegromab,Beta Thalassemia Major,Beta Thalassemia Major,0,0,0,0,0,30.8,45.1,75.9,327397,None
Ponsegromab,Dry Age-Related Macular Degeneration (Dry AMD),Dry Age-Related Macular Degeneration (Dry AMD),0,0,0,0,0,29.6,46.3,75.9,2767515,None
Ponsegromab,Low Back Pain,Low Back Pain,0,0,0,0,0,17,59,75.9,52012960,None
Ponsegromab,Osteonecrosis,Osteonecrosis,0,0,0,0,0,38.7,37.1,75.9,NA,None
Ponsegromab,Metabolic Skin Diseases,Metabolic Skin Diseases,0,0,0,0,0,44.3,31.5,75.8,45890,None
Ponsegromab,Acquired Immunodeficiency Syndrome,Acquired Immunodeficiency Syndrome,0,0,0,0,0,37.5,38.1,75.6,NA,None
Ponsegromab,Aplastic Anemia,Aplastic Anemia,0,0,0,0,0,37.3,38.3,75.6,1637,None
Ponsegromab,Down Syndrome,Down Syndrome,0,0,0,0,0,34.6,40.9,75.5,101114,None
Ponsegromab,Sleep Apnea,Sleep Apnea,0,0,0,0,0,20.9,54.6,75.5,15439078,None
Ponsegromab,Leiomyoma,Leiomyoma,0,0,0,0,0,36.8,38.5,75.4,327,None
Ponsegromab,Retinal Degeneration,Retinal Degeneration,0,0,0,0,0,32.2,43.2,75.4,81849,None
Ponsegromab,Hypertensive Disorders of Pregnancy,Hypertensive Disorders of Pregnancy,0,0,0,0,0,46.9,28.3,75.3,111875,None
Ponsegromab,Tricuspid Valve Diseases,Tricuspid Valve Diseases,0,0,0,0,0,40.1,35.2,75.3,NA,None
Ponsegromab,Wernicke Encephalopathy,Wernicke Encephalopathy,0,0,0,0,0,37.2,38.1,75.3,NA,None
Ponsegromab,Gaucher Disease,Gaucher Disease,0,0,0,0,0,33.8,41.4,75.2,1637,None
Ponsegromab,Hydrops Fetalis,Hydrops Fetalis,0,0,0,0,0,40.3,34.8,75.2,327397,None
Ponsegromab,Acute Monocytic Leukemia,Acute Monocytic Leukemia,0,0,0,0,0,31.5,43.6,75.1,NA,None
Ponsegromab,Cytopenia,Cytopenia,0,0,0,0,0,46.3,28.9,75.1,NA,None
Ponsegromab,Muscle Invasive Bladder/Urothelial Cancer (MIBC),Muscle Invasive Bladder/Urothelial Cancer (MIBC),0,0,0,0,0,13.3,61.7,75,264229,None
Ponsegromab,Non-Melanoma Skin Cancers (NMSC),Non-Melanoma Skin Cancers (NMSC),0,0,0,0,0,26.6,48.2,74.8,2040603,None
Ponsegromab,Nervous System Lysosomal Storage Diseases,Nervous System Lysosomal Storage Diseases,0,0,0,0,0,34.6,40.1,74.7,NA,None
Ponsegromab,HER2 Negative (HER2-) Breast Cancer,HER2 Negative (HER2-) Breast Cancer,0,0,0,0,0,32.8,41.8,74.6,NA,None
Ponsegromab,Myelofibrosis,Myelofibrosis,0,0,0,0,0,35.9,38.7,74.6,16370,None
Ponsegromab,Obstructive Sleep Apnea,Obstructive Sleep Apnea,0,0,0,0,0,21.1,53.5,74.6,15439078,None
Ponsegromab,Experimental Mammary Neoplasms,Experimental Mammary Neoplasms,0,0,0,0,0,23.1,51.4,74.5,2277915,None
Ponsegromab,Neuroblastoma,Neuroblastoma,0,0,0,0,0,32.1,42.4,74.5,81849,None
Ponsegromab,Neurological Autoimmune Diseases (Neuroimmunology),Neurological Autoimmune Diseases (Neuroimmunology),0,0,0,0,0,43.3,31.2,74.5,NA,None
Ponsegromab,Amyloid Neuropathies,Amyloid Neuropathies,0,0,0,0,0,31.3,43.2,74.4,NA,None
Ponsegromab,Endotoxemia,Endotoxemia,0,0,0,0,0,37.2,37.2,74.4,108560,None
Ponsegromab,Fabry Disease,Fabry Disease,0,0,0,0,0,29.7,44.7,74.4,1637,None
Ponsegromab,Gallbladder Diseases,Gallbladder Diseases,0,0,0,0,0,28.1,46.2,74.3,9990482,None
Ponsegromab,Gastric Adenocarcinoma,Gastric Adenocarcinoma,0,0,0,0,0,34.8,39.4,74.2,NA,None
Ponsegromab,Familial Amyloid Neuropathies,Familial Amyloid Neuropathies,0,0,0,0,0,30.8,43.3,74.1,NA,None
Ponsegromab,Schizophrenia Spectrum and Other Psychotic Disorders,Schizophrenia Spectrum and Other Psychotic Disorders,0,0,0,0,0,34.2,39.9,74.1,3760276,None
Ponsegromab,Sleep Wake Disorders,Sleep Wake Disorders,0,0,0,0,0,28.5,45.6,74.1,21155274,None
Ponsegromab,Trauma and Stressor Related Disorders,Trauma and Stressor Related Disorders,0,0,0,0,0,25.5,48.6,74.1,5115302,None
Ponsegromab,Biliary Tract Diseases,Biliary Tract Diseases,0,0,0,0,0,38.1,35.8,73.9,NA,None
Ponsegromab,Granulomatosis with Polyangiitis,Granulomatosis with Polyangiitis,0,0,0,0,0,32.6,41.3,73.9,1637,None
Ponsegromab,Chronic Rhinosinusitis without Nasal Polyps (CRSsNP),Chronic Rhinosinusitis without Nasal Polyps (CRSsNP),0,0,0,0,0,26.8,46.8,73.5,8216633,None
Ponsegromab,Cytokine Release Syndrome,Cytokine Release Syndrome,0,0,0,0,0,26.2,47.2,73.4,NA,None
Ponsegromab,Connective Tissue Neoplasms,Connective Tissue Neoplasms,0,0,0,0,0,35.5,37.8,73.3,2121796,None
Ponsegromab,Degenerative Disc Disease,Degenerative Disc Disease,0,0,0,0,0,24.8,48.5,73.3,3949644,None
Ponsegromab,Fungal Infections,Fungal Infections,0,0,0,0,0,28.4,44.9,73.3,10559423,None
Ponsegromab,Transthyretin Amyloidosis (ATTR),Transthyretin Amyloidosis (ATTR),0,0,0.102411275,0.512056373,0.614467648,28.5,44.8,73.3,NA,None
Ponsegromab,Hip Fractures,Hip Fractures,0,0,0,0,0,34.3,38.9,73.2,411883,None
Ponsegromab,Neuroendocrine Carcinomas,Neuroendocrine Carcinomas,0,0,0,0,0,36.7,36.5,73.2,NA,None
Ponsegromab,Polymyositis,Polymyositis,0,0,0,0,0,38.2,35,73.2,16370,None
Ponsegromab,Subarachnoid Hemorrhage (SAH),Subarachnoid Hemorrhage (SAH),0,0,0,0,0,19.9,53.2,73.1,848226,None
Ponsegromab,Acute Lymphoblastic Leukemia (ALL),Acute Lymphoblastic Leukemia (ALL),0,0,0,0,0,32.6,40.5,73,13653,None
Ponsegromab,Addison Disease,Addison Disease,0,0,0,0,0,37.8,34.9,72.7,81849,None
Ponsegromab,Intrinsic Sleep Disorders,Intrinsic Sleep Disorders,0,0,0,0,0,29.2,43.5,72.7,17503252,None
Ponsegromab,Subvalvular Aortic Stenosis,Subvalvular Aortic Stenosis,0,0,0,0,0,32.6,40.2,72.7,NA,None
Ponsegromab,Non-Muscle Invasive Bladder/Urothelial Cancer (NMIBC),Non-Muscle Invasive Bladder/Urothelial Cancer (NMIBC),0,0,0,0,0,36,36.6,72.6,NA,None
Ponsegromab,Medulloblastoma,Medulloblastoma,0,0,0,0,0,27.4,45.1,72.5,16370,None
Ponsegromab,Diffuse Scleroderma,Diffuse Scleroderma,0,0,0,0,0,22.3,50.1,72.4,NA,None
Ponsegromab,Respiratory Syncytial Virus (RSV),Respiratory Syncytial Virus (RSV),0,0,0,0,0,25.9,46.5,72.4,94607,None
Ponsegromab,Systemic Vasculitis,Systemic Vasculitis,0,0,0,0,0,29.2,43.2,72.4,150024,None
Ponsegromab,Nervous System Malformations,Nervous System Malformations,0,0,0,0,0,42.1,30.2,72.3,NA,None
Ponsegromab,Out-of-Hospital Cardiac Arrest,Out-of-Hospital Cardiac Arrest,0,0,0,0,0,23.6,48.7,72.3,NA,None
Ponsegromab,Sideroblastic Anemia,Sideroblastic Anemia,0,0,0,0,0,36.6,35.7,72.3,327,None
Ponsegromab,Aortic Aneurysm,Aortic Aneurysm,0,0,0,0,0,25.5,46.6,72.2,0,None
Ponsegromab,Lower Respiratory Tract Infections (LRTI),Lower Respiratory Tract Infections (LRTI),0,0,0,0,0,45,27,72.1,NA,None
Ponsegromab,Lymphoid Leukemia,Lymphoid Leukemia,0,0,0,0,0,33.1,39,72.1,NA,None
Ponsegromab,Hyperlactatemia,Hyperlactatemia,0,0,0,0,0,19.9,52.1,72,2888507,None
Ponsegromab,Papilloma,Papilloma,0,0,0,0,0,36.8,35.2,72,41995,None
Ponsegromab,Post-Traumatic Stress Disorder (PTSD),Post-Traumatic Stress Disorder (PTSD),0,0,0,0,0,25.7,46.3,72,5115302,None
Ponsegromab,Spondyloarthritis,Spondyloarthritis,0,0,0,0,0,38.7,33.3,72,16370,None
Ponsegromab,Agranulocytosis,Agranulocytosis,0,0,0,0,0,32.7,39.2,71.9,NA,None
Ponsegromab,Autism Spectrum Disorder (ASD),Autism Spectrum Disorder (ASD),0,0,0,0,0,30.8,41.2,71.9,1975452,None
Ponsegromab,Femoral Fractures,Femoral Fractures,0,0,0,0,0,33.6,38.2,71.8,411883,None
Ponsegromab,Traumatic Stress Disorders,Traumatic Stress Disorders,0,0,0,0,0,25.6,46.2,71.8,5115302,None
Ponsegromab,Exfoliation Syndrome,Exfoliation Syndrome,0,0,0,0,0,31.3,40.4,71.7,5025903,None
Ponsegromab,Experimental Diabetes Mellitus,Experimental Diabetes Mellitus,0,0,0,0,0,30.6,41.1,71.7,NA,None
Ponsegromab,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,0,0,0,0,0,30.3,41.3,71.6,81849,None
Ponsegromab,Testicular Tumor,Testicular Tumor,0,0,0,0,0,42.2,29.4,71.6,111779,None
Ponsegromab,Deep Vein Thrombosis (DVT),Deep Vein Thrombosis (DVT),0,0,0,0,0,36,35.5,71.5,121167,None
Ponsegromab,Hyperuricemia,Hyperuricemia,0,0,0,0,0,39.6,31.9,71.5,NA,None
Ponsegromab,TP53 mutated Hepatocellular Carcinoma,TP53 mutated Hepatocellular Carcinoma,0,0,0,0,0,44.1,27.2,71.3,NA,None
Ponsegromab,Diarrhea,Diarrhea,0,0,0,0,0,31.8,39.4,71.2,2469834,None
Ponsegromab,Macular Degeneration,Macular Degeneration,0,0,0,0,0,30.7,40.5,71.2,2767515,None
Ponsegromab,Hematuria,Hematuria,0,0,0,0,0,45.8,25.3,71.1,449535,None
Ponsegromab,Leukopenia,Leukopenia,0,0,0,0,0,35.7,35.4,71.1,32564,None
Ponsegromab,Muscle Neoplasms,Muscle Neoplasms,0,0,0,0,0,35.8,35.2,71.1,2121796,None
Ponsegromab,Ventricular Fibrillation,Ventricular Fibrillation,0,0,0,0,0,28.4,42.8,71.1,2921511,None
Ponsegromab,Newborn Respiratory Distress Syndrome,Newborn Respiratory Distress Syndrome,0,0,0,0,0,23.8,47.2,71,NA,None
Ponsegromab,Pneumonia,Pneumonia,0,0,0,0,0,22.4,48.6,71,3889803,None
Ponsegromab,Pseudotumor Cerebri,Pseudotumor Cerebri,0,0,0,0,0,33.5,37.4,71,269129,None
Ponsegromab,Rupture,Rupture,0,0,0,0,0,44.4,26.6,71,NA,None
Ponsegromab,Cholestasis,Cholestasis,0,0,0,0,0,31.4,39.4,70.8,NA,None
Ponsegromab,Hyperkalemia,Hyperkalemia,0,0,0,0,0,21.5,49.3,70.8,2888507,None
Ponsegromab,Albuminuria,Albuminuria,0,0,0,0,0,34.1,36.7,70.7,NA,None
Ponsegromab,Obesity Hypoventilation Syndrome,Obesity Hypoventilation Syndrome,0,0,0,0,0,23.9,46.8,70.7,1431863,None
Ponsegromab,Retinal Dystrophies,Retinal Dystrophies,0,0,0,0,0,24.7,46,70.7,2767515,None
Ponsegromab,Vascular Skin Diseases,Vascular Skin Diseases,0,0,0,0,0,31.5,39.1,70.7,581299,None
Ponsegromab,Chronic Myelomonocytic Leukemia (CMML),Chronic Myelomonocytic Leukemia (CMML),0,0,0,0,0,37.3,33.2,70.6,1637,None
Ponsegromab,Deaf-Blind Disorders,Deaf-Blind Disorders,0,0,0,0,0,29.9,40.7,70.6,283157,None
Ponsegromab,Digital Ulcer,Digital Ulcer,0,0,0,0,0,17,53.5,70.6,4549237,None
Ponsegromab,Stable Angina,Stable Angina,0,0,0,0,0,31.2,39.4,70.6,1655376,None
Ponsegromab,Craniocerebral Trauma,Craniocerebral Trauma,0,0,0,0,0,35.6,35,70.5,934529,None
Ponsegromab,Psychological Trauma,Psychological Trauma,0,0,0,0,0,24.3,46.1,70.4,5115302,None
Ponsegromab,Vasculitis,Vasculitis,0,0,0,0,0,32.4,38,70.4,16370,None
Ponsegromab,Hyperthyroidism,Hyperthyroidism,0,0,0,0,0,33.2,37.1,70.3,1493062,None
Ponsegromab,KRAS mutated Exocrine Pancreatic Cancer,KRAS mutated Exocrine Pancreatic Cancer,0,0,0,0,0,35.1,35.2,70.3,NA,None
Ponsegromab,Adipose Tissue Neoplasms,Adipose Tissue Neoplasms,0,0,0,0,0,24.5,45.7,70.2,2312219,None
Ponsegromab,Secondary Headache Disorders,Secondary Headache Disorders,0,0,0,0,0,28.5,41.7,70.2,172367,None
Ponsegromab,Clear Cell Adenocarcinoma,Clear Cell Adenocarcinoma,0,0,0,0,0,33,37.1,70.1,NA,None
Ponsegromab,Fibrous Tissue Neoplasms,Fibrous Tissue Neoplasms,0,0,0,0,0,33.2,36.9,70.1,1152512,None
Ponsegromab,Intellectual Disability,Intellectual Disability,0,0,0,0,0,35.2,34.9,70.1,1314313,None
Ponsegromab,Vitamin D Deficiency,Vitamin D Deficiency,0,0,0,0,0,29.5,40.5,70,3461624,None
Ponsegromab,Vascular Malformations,Vascular Malformations,0,0,0,0,0,25,45,69.9,726773,None
Ponsegromab,Diabetic Ketoacidosis,Diabetic Ketoacidosis,0,0,0,0,0,26.9,42.7,69.7,25829598,None
Ponsegromab,Helicobacter Infections,Helicobacter Infections,0,0,0,0,0,15.1,54.6,69.7,1944266,None
Ponsegromab,Ocular Motility Disorders,Ocular Motility Disorders,0,0,0,0,0,36.7,33,69.7,NA,None
Ponsegromab,Inherited Retinal Diseases (IRD),Inherited Retinal Diseases (IRD),0,0,0,0,0,24.5,45.1,69.6,2767515,None
Ponsegromab,Autoimmune Hepatitis,Autoimmune Hepatitis,0,0,0,0,0,11.3,58.2,69.5,81849,None
Ponsegromab,Nodular Goiter,Nodular Goiter,0,0,0,0,0,30.8,38.7,69.5,864685,None
Ponsegromab,Estrogen-Receptor Positive (ER+) Breast Cancer,Estrogen-Receptor Positive (ER+) Breast Cancer,0,0,0,0,0,30.5,38.8,69.3,NA,None
Ponsegromab,Infectious Bone Diseases,Infectious Bone Diseases,0,0,0,0,0,28.5,40.8,69.3,207320,None
Ponsegromab,Non-Squamous NSCLC,Non-Squamous NSCLC,0,0,0,0,0,14.3,54.9,69.2,689620,None
Ponsegromab,Alagille Syndrome,Alagille Syndrome,0,0,0,0,0,32,37,69.1,16370,None
Ponsegromab,Histiocytosis,Histiocytosis,0,0,0,0,0,24.9,44.2,69.1,475630,None
Ponsegromab,Knee Osteoarthritis,Knee Osteoarthritis,0,0,0,0,0,26.4,42.7,69.1,1072300,None
Ponsegromab,Nasal Polyps,Nasal Polyps,0,0,0,0,0,35.8,33.3,69.1,NA,None
Ponsegromab,Preterm Birth,Preterm Birth,0,0,0,0,0,35.4,33.7,69.1,3946100,None
Ponsegromab,Nephrosis,Nephrosis,0,0,0,0,0,27.7,41.3,69,7143053,None
Ponsegromab,Soft Tissue Neoplasms,Soft Tissue Neoplasms,0,0,0,0,0,29.4,39.6,69,2121796,None
Ponsegromab,Connective Tissue Disease-Associated Interstitial Lung Disease (CTD-ILD),Connective Tissue Disease-Associated Interstitial Lung Disease (CTD-ILD),0,0,0,0,0,30.7,38.2,68.9,NA,None
Ponsegromab,Connective Tissue Disease-Associated Pulmonary Arterial Hypertension (CTD-PAH),Connective Tissue Disease-Associated Pulmonary Arterial Hypertension (CTD-PAH),0,0,0,0,0,44.2,24.7,68.9,NA,None
Ponsegromab,Eye Tumors,Eye Tumors,0,0,0,0,0,32,36.9,68.9,2121796,None
Ponsegromab,Metastatic Triple Negative Breast Cancer (mTNBC),Metastatic Triple Negative Breast Cancer (mTNBC),0,0,0,0,0,28.5,40.4,68.9,NA,None
Ponsegromab,Periodontitis,Periodontitis,0,0,0,0,0,35.2,33.7,68.9,358292,None
Ponsegromab,Acne Vulgaris,Acne Vulgaris,0,0,0,0,0,32.5,36.4,68.8,8550527,None
Ponsegromab,Gestational Trophoblastic Disease,Gestational Trophoblastic Disease,0,0,0,0,0,36.3,32.5,68.7,327,None
Ponsegromab,Hereditary Transthyretin Amyloidosis (hATTR),Hereditary Transthyretin Amyloidosis (hATTR),0,0,0,0,0,31.9,36.9,68.7,1637,None
Ponsegromab,Precancerous Conditions,Precancerous Conditions,0,0,0,0,0,37.5,31.2,68.7,NA,None
Ponsegromab,Pulmonary Hypertension Due to Left Heart Disease,Pulmonary Hypertension Due to Left Heart Disease,0,0,0,0,0,36.7,32,68.7,NA,None
Ponsegromab,Cataract,Cataract,0,0,0,0,0,31.6,37,68.6,1702138,None
Ponsegromab,Teratoma,Teratoma,0,0,0,0,0,21.8,46.8,68.6,493475,None
Ponsegromab,Difficult Asthma,Difficult Asthma,0,0,0,0,0,10.2,58.3,68.5,18578193,None
Ponsegromab,Invasive Hydatidiform Mole,Invasive Hydatidiform Mole,0,0,0,0,0,41.9,26.6,68.5,NA,None
Ponsegromab,Respiratory Insufficiency,Respiratory Insufficiency,0,0,0,0,0,21.1,47.2,68.4,3181185,None
Ponsegromab,Vascular Tissue Neoplasms,Vascular Tissue Neoplasms,0,0,0,0,0,26.4,42,68.4,NA,None
Ponsegromab,Atrial Septal Defects (Heart),Atrial Septal Defects (Heart),0,0,0,0,0,31.2,37,68.3,NA,None
Ponsegromab,Dwarfism,Dwarfism,0,0,0,0,0,27.6,40.7,68.3,1427302,None
Ponsegromab,EGFR mutated NSCLC,EGFR mutated NSCLC,0,0,0,0,0,10.4,57.9,68.3,689620,None
Ponsegromab,Mitral Valve Diseases,Mitral Valve Diseases,0,0,0,0,0,24.1,44.2,68.3,473541,None
Ponsegromab,Lipidoses,Lipidoses,0,0,0,0,0,35.4,32.8,68.2,NA,None
Ponsegromab,Newly Diagnosed Glioblastoma,Newly Diagnosed Glioblastoma,0,0,0,0,0,31.9,36.3,68.2,NA,None
Ponsegromab,Retinitis Pigmentosa,Retinitis Pigmentosa,0,0,0,0,0,26.6,41.6,68.2,81849,None
Ponsegromab,Trichostrongyloidiasis,Trichostrongyloidiasis,0,0,0,0,0,42.1,26.2,68.2,NA,None
Ponsegromab,Diabetic Foot,Diabetic Foot,0,0,0,0,0,18.8,49.3,68.1,25869925,None
Ponsegromab,Carotid Stenosis,Carotid Stenosis,0,0,0,0,0,33.8,34.2,68,77460,None
Ponsegromab,Pandemics,Pandemics,0,0,0,0,0,33,35.1,68,NA,None
Ponsegromab,Salivary Gland Diseases,Salivary Gland Diseases,0,0,0,0,0,28.9,39.1,68,47843,None
Ponsegromab,Epidemics,Epidemics,0,0,0,0,0,32.8,35,67.9,NA,None
Ponsegromab,Primary Dysautonomias,Primary Dysautonomias,0,0,0,0,0,19.5,48.4,67.9,81849,None
Ponsegromab,Breast Carcinoma In Situ,Breast Carcinoma In Situ,0,0,0,0,0,32.3,35.5,67.8,NA,None
Ponsegromab,Gallstones,Gallstones,0,0,0,0,0,29.5,38.3,67.8,475116,None
Ponsegromab,Persistent Infection,Persistent Infection,0,0,0,0,0,22,45.8,67.8,976916,None
Ponsegromab,Pure Red-Cell Aplasia,Pure Red-Cell Aplasia,0,0,0,0,0,38.5,29.2,67.8,NA,None
Ponsegromab,Secondary Immunodeficiencies,Secondary Immunodeficiencies,0,0,0,0,0,33.8,34,67.8,NA,None
